Source Code,Source Name,Source Coding Scheme,Source Coding Scheme Version,Source Coding Scheme Namespace,Association Name,REL,Map Rank,Target Code,Target Name,Target Coding Scheme,Target Coding Scheme Version,Target Coding Scheme Namespace
"CDR0000041137","interleukin-2/lymphokine-activated killer cells/monoclonal antibody R24","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10367","Interleukin-2/Lymphokine-Activated Killer Cells/Monoclonal Antibody R24","NCI","17.01e","NCI"
"CDR0000041138","interferon alfa/melphalan/prednisone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11017","Interferon Alfa/Melphalan/Prednisone","NCI","17.01e","NCI"
"CDR0000041139","cyclophosphamide/etoposide/thiotepa","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10368","Cyclophosphamide/Etoposide/Thiotepa","NCI","17.01e","NCI"
"CDR0000041140","dacarbazine/interleukin-2","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10369","Dacarbazine/Interleukin-2","NCI","17.01e","NCI"
"CDR0000041141","cisplatin/dacarbazine/tamoxifen","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10370","Cisplatin/Dacarbazine/Tamoxifen","NCI","17.01e","NCI"
"CDR0000041142","busulfan/mitoxantrone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10371","Busulfan/Mitoxantrone","NCI","17.01e","NCI"
"CDR0000041143","cyclophosphamide/interleukin-2/monoclonal antibody R24","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10372","Cyclophosphamide/Interleukin-2/Monoclonal Antibody R24","NCI","17.01e","NCI"
"CDR0000041144","previously treated myelodysplastic syndromes","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C27702","Previously Treated Myelodysplastic Syndrome","NCI","17.01e","NCI"
"CDR0000041145","secondary myelodysplastic syndromes","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C27280","Secondary Myelodysplastic Syndrome","NCI","17.01e","NCI"
"CDR0000041146","asparaginase","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C286","Asparaginase","NCI","17.01e","NCI"
"CDR0000041146","asparaginase","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C64260","Asparaginase Erwinia chrysanthemi","NCI","17.01e","NCI"
"CDR0000041147","ovarian sarcoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C8267","Ovarian Sarcoma","NCI","17.01e","NCI"
"CDR0000041148","chlorambucil/etoposide/prednisone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10373","Chlorambucil/Etoposide/Prednisone/Vincristine","NCI","17.01e","NCI"
"CDR0000041149","cytarabine/etoposide/prednisone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10374","Cytarabine/Etoposide/Prednisone","NCI","17.01e","NCI"
"CDR0000041150","busulfan/cytarabine/etoposide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10375","Busulfan/Cytarabine/Etoposide","NCI","17.01e","NCI"
"CDR0000041151","doxorubicin/prochlorperazine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10376","Doxorubicin/Prochlorperazine","NCI","17.01e","NCI"
"CDR0000041152","cytarabine/fludarabine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10377","Cytarabine/Fludarabine","NCI","17.01e","NCI"
"CDR0000041153","fosquidone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1371","Fosquidone","NCI","17.01e","NCI"
"CDR0000041154","CB10-277","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2367","CB10-277","NCI","17.01e","NCI"
"CDR0000041155","doxorubicin/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10378","Doxorubicin/Sargramostim","NCI","17.01e","NCI"
"CDR0000041156","carboplatin/cisplatin/ifosfamide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10379","Carboplatin/Cisplatin/Ifosfamide","NCI","17.01e","NCI"
"CDR0000041157","carboplatin/doxorubicin/etoposide/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10380","Carboplatin/Doxorubicin/Etoposide/Vincristine","NCI","17.01e","NCI"
"CDR0000041158","mechlorethamine/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10381","Mechlorethamine/Vincristine","NCI","17.01e","NCI"
"CDR0000041159","carboplatin/etoposide/mechlorethamine/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10382","Carboplatin/Etoposide/Mechlorethamine/Vincristine","NCI","17.01e","NCI"
"CDR0000041160","cisplatin/ifosfamide/sargramostim/vinblastine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10383","Cisplatin/Ifosfamide/Sargramostim/Vinblastine","NCI","17.01e","NCI"
"CDR0000041161","cisplatin/etoposide/ifosfamide/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10384","Cisplatin/Etoposide/Ifosfamide/Sargramostim","NCI","17.01e","NCI"
"CDR0000041162","4'-iodo-4'-deoxydoxorubicin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C971","4'-Iodo-4'-Deoxydoxorubicin","NCI","17.01e","NCI"
"CDR0000041163","ethacrynic acid","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C485","Ethacrynic Acid","NCI","17.01e","NCI"
"CDR0000041164","cytarabine/daunorubicin/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10385","Cytarabine/Daunorubicin/Sargramostim","NCI","17.01e","NCI"
"CDR0000041165","ethacrynic acid/melphalan","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10386","Ethacrynic Acid/Melphalan","NCI","17.01e","NCI"
"CDR0000041166","interferon alfa/poly ICLC","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11018","Interferon Alfa/Poly ICLC","NCI","17.01e","NCI"
"CDR0000041167","adult leiomyosarcoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C7810","Adult Leiomyosarcoma","NCI","17.01e","NCI"
"CDR0000041168","cyclophosphamide/diethylstilbestrol/fluorouracil","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10387","Cyclophosphamide/Diethylstilbestrol/Fluorouracil","NCI","17.01e","NCI"
"CDR0000041169","BCG/mitomycin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10388","BCG/Mitomycin","NCI","17.01e","NCI"
"CDR0000041170","carboplatin/etoposide/interleukin-1-beta","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10389","Carboplatin/Etoposide/Interleukin-1-Beta","NCI","17.01e","NCI"
"CDR0000041171","dipyridamole/fluorouracil/leucovorin calcium/zidovudine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10390","Dipyridamole/Fluorouracil/Leucovorin Calcium/Zidovudine","NCI","17.01e","NCI"
"CDR0000041172","cyclophosphamide/doxorubicin/etoposide/methotrexate/sargramostim/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10391","Cyclophosphamide/Doxorubicin/Etoposide/Methotrexate/Sargramostim/Vincristine","NCI","17.01e","NCI"
"CDR0000041173","cyclophosphamide/doxorubicin/etoposide/methotrexate/pentamidine/sargramostim/vincristine/zidovudine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10392","Cyclophosphamide/Doxorubicin/Etoposide/Methotrexate/Pentamidine/Sargramostim/Vincristine/Zidovudine","NCI","17.01e","NCI"
"CDR0000041174","peripheral blood stem cell transplantation","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C15430","Peripheral Blood Stem Cell Transplantation","NCI","17.01e","NCI"
"CDR0000041174","peripheral blood stem cell transplantation","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C29353","Peripheral Stem Cell Transplant","NCI","17.01e","NCI"
"CDR0000041175","eflornithine/lomustine/procarbazine/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10393","Eflornithine/Lomustine/Procarbazine/Vincristine","NCI","17.01e","NCI"
"CDR0000041176","carboplatin/doxorubicin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10394","Carboplatin/Doxorubicin","NCI","17.01e","NCI"
"CDR0000041177","carboplatin/doxorubicin/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10395","Carboplatin/Doxorubicin/Sargramostim","NCI","17.01e","NCI"
"CDR0000041178","cisplatin/lomustine/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10396","Cisplatin/Lomustine/Vincristine","NCI","17.01e","NCI"
"CDR0000041179","daunorubicin/dexamethasone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10397","Daunorubicin/Dexamethasone/Vincristine","NCI","17.01e","NCI"
"CDR0000041180","cyclophosphamide/etoposide/mercaptopurine/methotrexate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10398","Cyclophosphamide/Etoposide/Mercaptopurine/Methotrexate","NCI","17.01e","NCI"
"CDR0000041181","asparaginase/dexamethasone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10399","Asparaginase/Dexamethasone/Vincristine","NCI","17.01e","NCI"
"CDR0000041182","cyclophosphamide/mercaptopurine/methotrexate/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10400","Cyclophosphamide/Mercaptopurine/Methotrexate/Vincristine","NCI","17.01e","NCI"
"CDR0000041183","flutamide/leuprolide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10401","Flutamide/Leuprolide","NCI","17.01e","NCI"
"CDR0000041184","cladribine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1336","Cladribine","NCI","17.01e","NCI"
"CDR0000041185","topotecan hydrochloride","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2828","Topotecan Hydrochloride","NCI","17.01e","NCI"
"CDR0000041186","leukemia","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3161","Leukemia","NCI","17.01e","NCI"
"CDR0000041187","cisplatin/etoposide/hydrazine sulfate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10402","Cisplatin/Etoposide/Hydrazine Sulfate","NCI","17.01e","NCI"
"CDR0000041188","fluorouracil/L-leucovorin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10403","Fluorouracil/L-Leucovorin","NCI","17.01e","NCI"
"CDR0000041191","adult myxopapillary ependymoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9092","Adult Ependymoma","NCI","17.01e","NCI"
"CDR0000041192","adult anaplastic ependymoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C8269","Adult Anaplastic Ependymoma","NCI","17.01e","NCI"
"CDR0000041194","adult anaplastic oligodendroglioma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C8270","Adult Anaplastic Oligodendroglioma","NCI","17.01e","NCI"
"CDR0000041195","adult mixed glioma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C115250","Adult Mixed Glioma","NCI","17.01e","NCI"
"CDR0000041196","adult pineal parenchymal tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C8273","Adult Pineal Parenchymal Cell Neoplasm","NCI","17.01e","NCI"
"CDR0000041197","adult central nervous system germ cell tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C114778","Adult Intracranial Germ Cell Tumor","NCI","17.01e","NCI"
"CDR0000041197","adult central nervous system germ cell tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C27241","Adult Yolk Sac Tumor","NCI","17.01e","NCI"
"CDR0000041197","adult central nervous system germ cell tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C5790","Adult Central Nervous System Embryonal Carcinoma","NCI","17.01e","NCI"
"CDR0000041197","adult central nervous system germ cell tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C5792","Adult Central Nervous System Germinoma","NCI","17.01e","NCI"
"CDR0000041197","adult central nervous system germ cell tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C5793","Adult Central Nervous System Choriocarcinoma","NCI","17.01e","NCI"
"CDR0000041197","adult central nervous system germ cell tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C5794","Adult Central Nervous System Teratoma","NCI","17.01e","NCI"
"CDR0000041197","adult central nervous system germ cell tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C6285","Adult Central Nervous System Germ Cell Tumor","NCI","17.01e","NCI"
"CDR0000041199","primary central nervous system non-Hodgkin lymphoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C114779","Central Nervous System Non-Hodgkin Lymphoma","NCI","17.01e","NCI"
"CDR0000041200","interleukin-2/monoclonal antibody OKT3","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C15612","interleukin-2/Monoclonal Antibody OKT3","NCI","17.01e","NCI"
"CDR0000041201","interleukin-2/monoclonal antibody OKT3/tumor necrosis factor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C15613","interleukin-2/Monoclonal Antibody OKT3/Tumor Necrosis Factor","NCI","17.01e","NCI"
"CDR0000041202","cyclophosphamide/interleukin-2/monoclonal antibody OKT3/tumor necrosis factor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11079","Cyclophosphamide/Interleukin-2/Monoclonal Antibody OKT3/Tumor Necrosis Factor","NCI","17.01e","NCI"
"CDR0000041203","carboplatin/cytarabine/etoposide/methylprednisolone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10404","Carboplatin/Cytarabine/Etoposide/Methylprednisolone","NCI","17.01e","NCI"
"CDR0000041204","skin integrity changes secondary to cutaneous metastases","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C8276","Skin Integrity Changes Secondary to Cutaneous Metastases","NCI","17.01e","NCI"
"CDR0000041205","Re-186 hydroxyethylidene diphosphonate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1562","Rhenium Re-186 Hydroxyethylidene Diphosphonate","NCI","17.01e","NCI"
"CDR0000041206","carboplatin/mitoxantrone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10405","Carboplatin/Mitoxantrone","NCI","17.01e","NCI"
"CDR0000041207","cisplatin/cyclophosphamide/interferon alfa","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11019","Cisplatin/Cyclophosphamide/Interferon Alfa","NCI","17.01e","NCI"
"CDR0000041208","carboplatin/etoposide/melphalan","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10406","Carboplatin/Etoposide/Melphalan","NCI","17.01e","NCI"
"CDR0000041209","sleep disorders","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3376","Sleep Disorder","NCI","17.01e","NCI"
"CDR0000041210","nimodipine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C692","Nimodipine","NCI","17.01e","NCI"
"CDR0000041211","ormaplatin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1250","Ormaplatin","NCI","17.01e","NCI"
"CDR0000041212","miltefosine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1170","Miltefosine","NCI","17.01e","NCI"
"CDR0000041213","gemcitabine hydrochloride","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C66876","Gemcitabine","NCI","17.01e","NCI"
"CDR0000041213","gemcitabine hydrochloride","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C961","Gemcitabine Hydrochloride","NCI","17.01e","NCI"
"CDR0000041214","carmustine/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10407","Carmustine/Vincristine","NCI","17.01e","NCI"
"CDR0000041215","carmustine/nimodipine/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10408","Carmustine/Nimodipine/Vincristine","NCI","17.01e","NCI"
"CDR0000041216","floxuridine/fluorouracil","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10409","Floxuridine/Fluorouracil","NCI","17.01e","NCI"
"CDR0000041217","cisplatin/etoposide/interferon alfa","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11020","Cisplatin/Etoposide/Interferon Alfa","NCI","17.01e","NCI"
"CDR0000041218","cisplatin/cyclophosphamide/interleukin-2","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10410","Cisplatin/Cyclophosphamide/Interleukin-2","NCI","17.01e","NCI"
"CDR0000041219","cisplatin/cytarabine/fluorouracil","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10411","Cisplatin/Cytarabine/Fluorouracil","NCI","17.01e","NCI"
"CDR0000041220","cisplatin/cytarabine/fluorouracil/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10412","Cisplatin/Cytarabine/Fluorouracil/Sargramostim","NCI","17.01e","NCI"
"CDR0000041221","asparaginase/cyclophosphamide/cytarabine/methotrexate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10413","Asparaginase/Cyclophosphamide/Cytarabine/Methotrexate","NCI","17.01e","NCI"
"CDR0000041222","dactinomycin/doxorubicin/mercaptopurine/methotrexate/prednisone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10414","Dactinomycin/Doxorubicin/Mercaptopurine/Methotrexate/Prednisone/Vincristine","NCI","17.01e","NCI"
"CDR0000041223","localized unresectable neuroblastoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C8277","Localized Unresectable Neuroblastoma","NCI","17.01e","NCI"
"CDR0000041224","nimodipine/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10415","Nimodipine/Vincristine","NCI","17.01e","NCI"
"CDR0000041225","methylphenidate hydrochloride","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C62045","Methylphenidate","NCI","17.01e","NCI"
"CDR0000041225","methylphenidate hydrochloride","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C646","Methylphenidate Hydrochloride","NCI","17.01e","NCI"
"CDR0000041226","stage I non-small cell lung cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C6671","Stage I Non-Small Cell Lung Cancer","NCI","17.01e","NCI"
"CDR0000041227","EMLA","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1081","Eutectic Mixture of Local Anesthetics","NCI","17.01e","NCI"
"CDR0000041228","clonidine hydrochloride","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C380","Clonidine","NCI","17.01e","NCI"
"CDR0000041228","clonidine hydrochloride","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C47979","Clonidine Hydrochloride","NCI","17.01e","NCI"
"CDR0000041229","cytarabine/methylprednisolone/mitoxantrone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10416","Cytarabine/Methylprednisolone/Mitoxantrone/Vincristine","NCI","17.01e","NCI"
"CDR0000041230","carboplatin/cytarabine/etoposide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10417","Carboplatin/Cytarabine/Etoposide","NCI","17.01e","NCI"
"CDR0000041231","fluorouracil/hydroxyurea/idoxuridine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10418","Fluorouracil/Hydroxyurea/Idoxuridine","NCI","17.01e","NCI"
"CDR0000041232","carboplatin/cisplatin/doxorubicin/methotrexate/vinblastine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10419","Carboplatin/Cisplatin/Doxorubicin/Methotrexate/Vinblastine","NCI","17.01e","NCI"
"CDR0000041233","cisplatin/cyclosporine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10420","Cisplatin/Cyclosporine","NCI","17.01e","NCI"
"CDR0000041234","acivicin/aminosyn","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10421","Acivicin/Aminosyn","NCI","17.01e","NCI"
"CDR0000041235","carboplatin/doxorubicin/methotrexate/vinblastine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10422","Carboplatin/Doxorubicin/Methotrexate/Vinblastine","NCI","17.01e","NCI"
"CDR0000041236","adult liposarcoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C7811","Adult Liposarcoma","NCI","17.01e","NCI"
"CDR0000041237","carmustine/etoposide/thiotepa","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10423","Carmustine/Etoposide/Thiotepa","NCI","17.01e","NCI"
"CDR0000041238","etoposide/idarubicin/methotrexate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10424","Etoposide/Idarubicin/Methotrexate","NCI","17.01e","NCI"
"CDR0000041239","cisplatin/etoposide/thiotepa","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10425","Cisplatin/Etoposide/Thiotepa","NCI","17.01e","NCI"
"CDR0000041240","cisplatin/doxorubicin/etoposide/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10426","Cisplatin/Doxorubicin/Etoposide/Sargramostim","NCI","17.01e","NCI"
"CDR0000041241","cisplatin/etoposide/megestrol","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10427","Cisplatin/Etoposide/Megestrol","NCI","17.01e","NCI"
"CDR0000041242","BCG/interleukin-2","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10428","BCG/Interleukin-2","NCI","17.01e","NCI"
"CDR0000041243","cisplatin/cyclophosphamide/doxorubicin/prednisone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10429","Cisplatin/Cyclophosphamide/Doxorubicin/Prednisone","NCI","17.01e","NCI"
"CDR0000041244","monoclonal antibody 14G2A","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2368","Monoclonal Antibody 14G2A","NCI","17.01e","NCI"
"CDR0000041246","cisplatin/dihydro-5-azacytidine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10430","Cisplatin/Dihydro-5-Azacytidine","NCI","17.01e","NCI"
"CDR0000041247","interleukin-2/monoclonal antibody 14G2A","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10431","Interleukin-2/Monoclonal Antibody 14G2A","NCI","17.01e","NCI"
"CDR0000041248","carboplatin/cyclophosphamide/etanidazole","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10432","Carboplatin/Cyclophosphamide/Etanidazole","NCI","17.01e","NCI"
"CDR0000041249","cyclosporine/interferon gamma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10433","Cyclosporine/Interferon Gamma","NCI","17.01e","NCI"
"CDR0000041250","floxuridine/fluorouracil/leucovorin calcium/levamisole","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10434","Floxuridine/Fluorouracil/Leucovorin Calcium/Levamisole","NCI","17.01e","NCI"
"CDR0000041251","cimetidine/cyclophosphamide/indomethacin/interleukin-2","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10435","Cimetidine/Cyclophosphamide/Indomethacin/Interleukin-2","NCI","17.01e","NCI"
"CDR0000041252","liarozole fumarate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1433","Liarozole","NCI","17.01e","NCI"
"CDR0000041252","liarozole fumarate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1524","Liarozole Fumarate","NCI","17.01e","NCI"
"CDR0000041253","quinine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C794","Quinine","NCI","17.01e","NCI"
"CDR0000041254","mafosfamide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1150","Mafosfamide","NCI","17.01e","NCI"
"CDR0000041255","amifostine/carboplatin/cisplatin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10436","Amifostine/Carboplatin/Cisplatin","NCI","17.01e","NCI"
"CDR0000041256","carboplatin/interferon alfa","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11021","Carboplatin/Interferon Alfa","NCI","17.01e","NCI"
"CDR0000041257","dipyridamole/fluorouracil/PALA","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10437","Dipyridamole/Fluorouracil/PALA","NCI","17.01e","NCI"
"CDR0000041258","tretinoin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C900","Tretinoin","NCI","17.01e","NCI"
"CDR0000041259","monoclonal antibody 3F8","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2370","Monoclonal Antibody 3F8","NCI","17.01e","NCI"
"CDR0000041260","daunorubicin/tamoxifen","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10438","Daunorubicin/Tamoxifen","NCI","17.01e","NCI"
"CDR0000041261","cisplatin/cytarabine/dexamethasone/etoposide/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10439","Cisplatin/Cytarabine/Dexamethasone/Etoposide/Sargramostim","NCI","17.01e","NCI"
"CDR0000041262","dexamethasone/doxorubicin/quinine/verapamil/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10440","Dexamethasone/Doxorubicin/Quinine/Verapamil/Vincristine","NCI","17.01e","NCI"
"CDR0000041263","cyclophosphamide/interferon alfa/melphalan/prednisone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11022","Cyclophosphamide/Interferon Alfa/Melphalan/Prednisone/Vincristine","NCI","17.01e","NCI"
"CDR0000041264","carboplatin/etoposide/monoclonal antibody 3F8","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10441","Carboplatin/Etoposide/Monoclonal Antibody 3F8","NCI","17.01e","NCI"
"CDR0000041265","bone metastases prevention","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C15529","Bone Metastases Prevention","NCI","17.01e","NCI"
"CDR0000041266","squamous cell carcinoma of the vulva","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C4052","Vulvar Squamous Cell Carcinoma","NCI","17.01e","NCI"
"CDR0000041268","RG 12915","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1525","RG 12915","NCI","17.01e","NCI"
"CDR0000041269","dexverapamil","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1563","Dexverapamil","NCI","17.01e","NCI"
"CDR0000041270","cyclophosphamide/doxorubicin/etoposide/prednisolone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10442","Cyclophosphamide/Doxorubicin/Etoposide/Prednisolone/Vincristine","NCI","17.01e","NCI"
"CDR0000041271","cyclophosphamide/dexverapamil/doxorubicin/etoposide/prednisone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10443","Cyclophosphamide/Dexverapamil/Doxorubicin/Etoposide/Prednisone/Vincristine","NCI","17.01e","NCI"
"CDR0000041272","cyclophosphamide/dexverapamil/doxorubicin/etoposide/prednisolone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10444","Cyclophosphamide/Dexverapamil/Doxorubicin/Etoposide/Prednisolone/Vincristine","NCI","17.01e","NCI"
"CDR0000041273","fluorouracil/idoxuridine/leucovorin calcium","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10445","Fluorouracil/Idoxuridine/Leucovorin Calcium","NCI","17.01e","NCI"
"CDR0000041274","filgrastim/paclitaxel","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10446","Filgrastim/Paclitaxel","NCI","17.01e","NCI"
"CDR0000041275","carboplatin/doxorubicin/etoposide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9728","Carboplatin/Doxorubicin/Etoposide","NCI","17.01e","NCI"
"CDR0000041276","amifostine/mitomycin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10447","Amifostine/Mitomycin","NCI","17.01e","NCI"
"CDR0000041277","carmustine/cisplatin/dacarbazine/interferon alfa/tamoxifen","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11023","Carmustine/Cisplatin/Dacarbazine/Interferon Alfa/Tamoxifen","NCI","17.01e","NCI"
"CDR0000041278","cytarabine/interleukin-3","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10448","Cytarabine/Interleukin-3","NCI","17.01e","NCI"
"CDR0000041279","floxuridine/fluorouracil/interferon alfa/leucovorin calcium","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11024","Floxuridine/Fluorouracil/Interferon Alfa/Leucovorin Calcium","NCI","17.01e","NCI"
